horizon_sec,event_count,event_mae,event_rmse,event_bias
57.0,8,0.2115387558937074,0.2521945683616013,-0.06885040998458858
58.0,8,0.18938090801239027,0.20972211443265584,-0.03919274806976314
59.0,8,0.19083466529846205,0.21073460367748692,-0.037437391281127885
60.0,8,0.18785598278045668,0.20646023214104908,-0.033520531654357866
61.0,8,0.1833715081214906,0.20101874242702314,-0.028661739826202348
62.0,8,0.1817190408706666,0.1970833261747432,-0.03933579921722408
63.0,8,0.18644419908523568,0.2033313027224631,-0.04436613321304317
64.0,8,0.18084964752197275,0.20106254368013748,-0.03716988563537593
65.0,8,0.17963228225708017,0.20027897540492637,-0.02949113845825191
66.0,8,0.1769890546798707,0.19815266123654512,-0.023090553283691362
67.0,8,0.17559645175933847,0.19679503461752632,-0.022361826896667436
68.0,8,0.17370465993881234,0.19586154649966617,-0.017132174968719438
69.0,8,0.16983834505081186,0.19349905328086078,-0.013925445079803422
70.0,8,0.16786048412323007,0.19232247308604272,-0.012605381011962846
71.0,8,0.16353402137756357,0.18805691353801451,-0.008938622474670366
72.0,8,0.1649953365325929,0.18899038855324682,-0.006619048118591264
73.0,8,0.16817733049392714,0.19134353930561238,-0.0034551739692687544
74.0,8,0.1621235847473146,0.18473869264394668,0.005678462982177779
75.0,8,0.15588929653167738,0.18006219149204988,0.011443185806274458
76.0,8,0.1527403831481935,0.17815627854099025,0.013737845420837447
77.0,8,0.1569169402122499,0.1844560070565355,0.01816545724868779
78.0,8,0.16146852970123304,0.19160375269770274,0.022131133079528853
79.0,8,0.16339918375015272,0.19436270771703723,0.023230540752410933
80.0,8,0.1641861438751222,0.19540647604295358,0.022994923591613814
81.0,8,0.16694333553314222,0.199417347638559,0.01936714649200444
82.0,8,0.17174711227417006,0.2005825129205387,0.022777247428894087
83.0,8,0.1598388791084291,0.18377451302657077,0.03383289575576787
84.0,8,0.15772261619567884,0.18373450579459244,0.03722434043884282
85.0,8,0.15818330049514784,0.18472762398804846,0.037331330776214644
86.0,8,0.15819313526153578,0.18465252402330404,0.03641932010650639
87.0,8,0.15892031192779554,0.18628271045271416,0.03483157157897954
88.0,8,0.1509267330169679,0.18373197985386341,0.03293220996856694
89.0,8,0.1441477179527284,0.17807452853303274,0.03880618810653691
90.0,8,0.15041097402572645,0.18193758163745385,0.055741417407989546
91.0,8,0.14764430522918714,0.1817520118648086,0.06039409637451176
92.0,8,0.14422585964202894,0.1793447122156323,0.06292538642883305
93.0,8,0.13652470111846937,0.17520798967143006,0.0709513902664185
94.0,8,0.13520823717117314,0.17422098059575664,0.07204304933547978
95.0,8,0.13688527345657353,0.17538667121245166,0.0737236618995667
96.0,8,0.13707216978073133,0.1757741469530928,0.07042907476425175
97.0,8,0.13638868331909193,0.17524840118287685,0.07026331424713139
98.0,8,0.135493838787079,0.17356185643923325,0.06900595426559453
99.0,8,0.13678189516067518,0.17525000306740818,0.0692312598228455
100.0,8,0.13791748285293592,0.17675666015171668,0.06933676004409794
101.0,8,0.13859041929245008,0.17756178742691248,0.06913350820541386
102.0,8,0.13903745412826551,0.1781379458561907,0.06886516809463505
103.0,8,0.1442070841789247,0.1808375900865167,0.06365178823471074
104.0,8,0.1445563077926637,0.1811825474785898,0.06328444480896
105.0,8,0.14341279268264784,0.1807581453050576,0.06445144414901738
106.0,8,0.14252456426620497,0.18034977500937108,0.06503425836563115
107.0,8,0.1425012588500978,0.17999906067486368,0.06421022415161137
108.0,8,0.14245476722717298,0.17961610338311504,0.06341056823730473
109.0,8,0.1423791885375978,0.1792192610238319,0.06263964176177983
110.0,8,0.1423251271247865,0.1788548118150682,0.06184231042861943
111.0,8,0.14230450391769423,0.1785392056303143,0.061010110378265425
112.0,8,0.14226754903793348,0.17823082235553128,0.06019626855850224
113.0,8,0.14219733476638807,0.17790734698188948,0.05941807031631474
114.0,8,0.14211353063583387,0.17757909272061126,0.058643567562103316
115.0,8,0.14307489395141615,0.17917321652721016,0.05909543037414555
116.0,8,0.1430883049964906,0.1790598380775695,0.05846058130264287
117.0,8,0.14664056301116957,0.1814520148849572,0.0550514936447144
118.0,8,0.14349528551101698,0.1794928266869628,0.05756353139877324
119.0,8,0.14286174774169935,0.18106597400694627,0.06064860820770268
120.0,8,0.14281764030456556,0.1822612423868461,0.06197278499603276
121.0,8,0.1413483262062074,0.1820298573985916,0.06310843229293828
122.0,8,0.14012589454650892,0.18151297023453003,0.06346957683563237
123.0,8,0.14035054445266737,0.1821317410084686,0.06349455118179326
124.0,8,0.1400055527687074,0.1817172656641501,0.06297134160995488
125.0,8,0.1396759390830995,0.18132538932909884,0.06242989301681523
126.0,8,0.14568361043930067,0.18403479807850484,0.06826804876327519
127.0,8,0.14509513378143324,0.18352537151927706,0.06800489425659184
128.0,8,0.14323743581771864,0.1825584111332965,0.06899331808090214
129.0,8,0.14070256948471083,0.18148333017069607,0.07066642045974736
130.0,8,0.13864519596099867,0.18065804478825928,0.07186298370361333
131.0,8,0.13442476987838758,0.17980169435077933,0.07523010969161992
132.0,8,0.13462731838226327,0.17933573504359443,0.07634286880493169
133.0,8,0.1340003967285157,0.1788190158823668,0.07591919898986821
134.0,8,0.13353607654571542,0.17827311036519847,0.07553403377532963
135.0,8,0.13305453062057504,0.17771605166331852,0.0751744389533997
136.0,8,0.1325806140899659,0.17717160371592913,0.07480673789978032
137.0,8,0.13211033344268808,0.17663711274407587,0.07443706989288335
138.0,8,0.13165096044540414,0.17611717029605475,0.07406162023544316
139.0,8,0.134198820590973,0.175837855353553,0.0767305970191956
140.0,8,0.13371846675872812,0.17529360668594304,0.07636992931365971
141.0,8,0.13324902057647714,0.17476089998338332,0.07600145339965825
142.0,8,0.13278386592865,0.17422782042820945,0.07564978599548344
143.0,8,0.13228485584259042,0.1736796540955708,0.07530562877655034
144.0,8,0.13364133834838876,0.1766594269670473,0.07690422534942631
145.0,8,0.1345434546470643,0.17860337826776157,0.07810603380203252
146.0,8,0.13632658720016488,0.1808832114234926,0.0801950573921204
147.0,8,0.13618443012237558,0.1805299902263934,0.08033638000488286
148.0,8,0.13562551736831674,0.17995272647989105,0.08003031015396123
149.0,8,0.13509551286697397,0.17939996892599433,0.0796980738639832
150.0,8,0.13458744287490854,0.17886706009415365,0.07934676408767705
151.0,8,0.13418916463851938,0.1783483758026778,0.07912122011184697
152.0,8,0.13434890508651742,0.17791786188480518,0.07949255704879765
153.0,8,0.13438401222229013,0.17748537744736928,0.07976715564727788
154.0,8,0.1342840552330018,0.17704423516131107,0.07991157770156865
155.0,8,0.13397415876388563,0.1765982042594043,0.07696782350540166
156.0,8,0.1339035272598268,0.17614715675264683,0.07694189548492436
157.0,8,0.13328655958175673,0.17561844130869844,0.07712589502334599
158.0,8,0.13282873630523695,0.17507356600688453,0.0769556045532227
159.0,8,0.1326949238777162,0.17494442254745932,0.07693110704422002
160.0,8,0.13231905698776258,0.17439638315830078,0.07667325735092168
161.0,8,0.13216074705123915,0.17422688100168313,0.07661496400833134
162.0,8,0.13205417394638075,0.17413884671798166,0.07657765150070195
163.0,8,0.1317074537277223,0.1736238753967263,0.07629137039184575
164.0,8,0.13135328292846693,0.17310543054895078,0.07601170539855961
165.0,8,0.13099154233932508,0.17258272304174907,0.075738537311554
166.0,8,0.13062920570373548,0.17206120908996828,0.07546513080596928
167.0,8,0.13026865720748915,0.17154337414816634,0.0751901745796204
168.0,8,0.1276576280593873,0.1708891903100409,0.07747738361358647
169.0,8,0.12830523252487191,0.17039277967358132,0.0784543633460999
170.0,8,0.12868950366973886,0.16993107250966633,0.07916574478149419
171.0,8,0.1267498493194581,0.1693073691993418,0.07754080295562749
172.0,8,0.128352975845337,0.16896161184534292,0.07943277359008794
173.0,8,0.1288122296333314,0.16859899243401424,0.08015166521072392
174.0,8,0.1282805562019349,0.16808762555653597,0.07987486124038701
175.0,8,0.12836304903030404,0.16873212350042693,0.08023046255111699
176.0,8,0.12806270122528085,0.16870521370635683,0.0802202701568604
177.0,8,0.12748847007751474,0.16818471892674297,0.07993404865264897
178.0,8,0.1269232392311097,0.16767373709499503,0.07963835000991826
179.0,8,0.12636581659317025,0.16717143306154988,0.07933400869369511
180.0,8,0.12581602334976205,0.16667811237458202,0.07902096509933476
181.0,8,0.12527320384979257,0.1661929131399569,0.07870118618011479
182.0,8,0.12473431825637826,0.1657132595458219,0.0783780694007874
183.0,8,0.12419441938400277,0.16523531560187626,0.07805596590042119
184.0,8,0.12365320920944223,0.16475857691875212,0.07773517370224003
185.0,8,0.13016889095306405,0.16630596371729234,0.08446805477142338
186.0,8,0.13769487142562875,0.17092798908822981,0.0922102808952332
187.0,8,0.13769600391387948,0.17138788078574058,0.09243278503417973
188.0,8,0.13833073377609262,0.17303486731029563,0.09329878091812138
189.0,8,0.1383077859878541,0.17349210354188868,0.09351520538330083
190.0,8,0.13775131702423105,0.17296312378158232,0.0932064533233643
191.0,8,0.13718972206115732,0.17243263368765194,0.09290187358856206
192.0,8,0.13662413358688363,0.17190141094347194,0.09260104894638066
193.0,8,0.1360552668571473,0.17137005874897235,0.09230374097824101
194.0,8,0.135482943058014,0.17083858849072645,0.09201048612594609
195.0,8,0.13490716218948373,0.17030699813831265,0.0917212843894959
196.0,8,0.1343278646469117,0.1697749990231466,0.0914359569549561
197.0,8,0.13374713659286508,0.16924451537291385,0.09115206003189091
198.0,8,0.133163607120514,0.16871438212028247,0.09087048768997197
199.0,8,0.1325772762298585,0.16818473577731122,0.09059135913848881
200.0,8,0.13198951482772836,0.1676564702858703,0.09031354188919072
